id,name,image,detail,category_id,price,stock,status,create_time,update_time
3146,Donuts,http://127.0.0.1:8080/images/3146.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,47,1560,389,1,2023/1/1 9:00,2023/1/1 9:00
3147,Donuts,http://127.0.0.1:8080/images/3147.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,9,432,344,1,2023/1/1 9:00,2023/1/1 9:00
3148,Chicken Sandwich,http://127.0.0.1:8080/images/3148.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,52,2701,215,1,2023/1/1 9:00,2023/1/1 9:00
3149,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/3149.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,63,171,128,1,2023/1/1 9:00,2023/1/1 9:00
3150,Organic Green Tea,http://127.0.0.1:8080/images/3150.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,76,186,117,0,2023/1/1 9:00,2023/1/1 9:00
3151,Cold Teas,http://127.0.0.1:8080/images/3151.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,63,2420,262,0,2023/1/1 9:00,2023/1/1 9:00
3152,Hot Teas,http://127.0.0.1:8080/images/3152.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,16,2193,323,1,2023/1/1 9:00,2023/1/1 9:00
3153,Expresso,http://127.0.0.1:8080/images/3153.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,18,2875,186,1,2023/1/1 9:00,2023/1/1 9:00
3154,Original Toast,http://127.0.0.1:8080/images/3154.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,97,394,480,1,2023/1/1 9:00,2023/1/1 9:00
3155,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3155.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,31,2927,161,1,2023/1/1 9:00,2023/1/1 9:00
3156,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/3156.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",68,1715,422,1,2023/1/1 9:00,2023/1/1 9:00
3157,Coffee Frappuccino,http://127.0.0.1:8080/images/3157.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,58,1520,478,1,2023/1/1 9:00,2023/1/1 9:00
3158,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/3158.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",86,573,109,1,2023/1/1 9:00,2023/1/1 9:00
3159,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3159.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,50,2913,472,1,2023/1/1 9:00,2023/1/1 9:00
3160,Lattes,http://127.0.0.1:8080/images/3160.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,62,1743,390,0,2023/1/1 9:00,2023/1/1 9:00
3161,Chicken Sandwich,http://127.0.0.1:8080/images/3161.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,74,2929,273,1,2023/1/1 9:00,2023/1/1 9:00
3162,Americanos,http://127.0.0.1:8080/images/3162.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,98,128,364,1,2023/1/1 9:00,2023/1/1 9:00
3163,Expresso,http://127.0.0.1:8080/images/3163.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,98,468,293,0,2023/1/1 9:00,2023/1/1 9:00
3164,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/3164.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,7,213,388,1,2023/1/1 9:00,2023/1/1 9:00
3165,Tiramisu cup,http://127.0.0.1:8080/images/3165.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,99,814,152,1,2023/1/1 9:00,2023/1/1 9:00
3166,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/3166.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,94,1398,281,1,2023/1/1 9:00,2023/1/1 9:00
3167,Basque Cheese Cake,http://127.0.0.1:8080/images/3167.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,96,393,249,1,2023/1/1 9:00,2023/1/1 9:00
3168,BBQ Pork Skewer,http://127.0.0.1:8080/images/3168.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,70,770,444,1,2023/1/1 9:00,2023/1/1 9:00
3169,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3169.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,88,1345,272,1,2023/1/1 9:00,2023/1/1 9:00
3170,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3170.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,16,1478,291,1,2023/1/1 9:00,2023/1/1 9:00
3171,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/3171.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,98,1147,307,1,2023/1/1 9:00,2023/1/1 9:00
3172,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3172.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,42,344,367,1,2023/1/1 9:00,2023/1/1 9:00
3173,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/3173.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,47,1080,87,1,2023/1/1 9:00,2023/1/1 9:00
3174,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3174.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,52,805,107,1,2023/1/1 9:00,2023/1/1 9:00
3175,Basque Cheese Cake,http://127.0.0.1:8080/images/3175.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,97,1993,103,1,2023/1/1 9:00,2023/1/1 9:00
3176,Chocolate Cookies,http://127.0.0.1:8080/images/3176.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,3,2516,448,1,2023/1/1 9:00,2023/1/1 9:00
3177,Classic Hot Dog,http://127.0.0.1:8080/images/3177.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,37,2077,386,0,2023/1/1 9:00,2023/1/1 9:00
3178,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/3178.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,17,1676,396,1,2023/1/1 9:00,2023/1/1 9:00
3179,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/3179.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,67,753,491,0,2023/1/1 9:00,2023/1/1 9:00
3180,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3180.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,74,1136,434,1,2023/1/1 9:00,2023/1/1 9:00
3181,Cheese Hot Dog,http://127.0.0.1:8080/images/3181.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,24,1911,287,0,2023/1/1 9:00,2023/1/1 9:00
3182,Americanos,http://127.0.0.1:8080/images/3182.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,94,2761,304,0,2023/1/1 9:00,2023/1/1 9:00
3183,Organic Green Tea,http://127.0.0.1:8080/images/3183.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,35,1055,450,1,2023/1/1 9:00,2023/1/1 9:00
3184,Chocolate Cookies,http://127.0.0.1:8080/images/3184.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,83,1985,94,1,2023/1/1 9:00,2023/1/1 9:00
3185,Basque Cheese Cake,http://127.0.0.1:8080/images/3185.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,53,778,386,1,2023/1/1 9:00,2023/1/1 9:00
3186,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3186.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,30,2624,458,1,2023/1/1 9:00,2023/1/1 9:00
3187,Hot Teas,http://127.0.0.1:8080/images/3187.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,64,2078,138,0,2023/1/1 9:00,2023/1/1 9:00
3188,Chocolate Cookies,http://127.0.0.1:8080/images/3188.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,13,2695,407,1,2023/1/1 9:00,2023/1/1 9:00
3189,Americanos,http://127.0.0.1:8080/images/3189.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,6,2375,315,1,2023/1/1 9:00,2023/1/1 9:00
3190,Portable External Phone Charger,http://127.0.0.1:8080/images/3190.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,67,1276,376,1,2023/1/1 9:00,2023/1/1 9:00
3191,Chocolate Cookies,http://127.0.0.1:8080/images/3191.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,46,213,459,1,2023/1/1 9:00,2023/1/1 9:00
3192,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3192.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,61,470,369,1,2023/1/1 9:00,2023/1/1 9:00
3193,Basque Cheese Cake,http://127.0.0.1:8080/images/3193.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,56,410,323,1,2023/1/1 9:00,2023/1/1 9:00
3194,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3194.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,64,1062,464,1,2023/1/1 9:00,2023/1/1 9:00
3195,BBQ Pork Skewer,http://127.0.0.1:8080/images/3195.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,71,1516,125,1,2023/1/1 9:00,2023/1/1 9:00
3196,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/3196.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,57,976,487,1,2023/1/1 9:00,2023/1/1 9:00
3197,Chocolate Cookies,http://127.0.0.1:8080/images/3197.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,24,767,432,1,2023/1/1 9:00,2023/1/1 9:00
3198,Expresso,http://127.0.0.1:8080/images/3198.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,46,1747,314,0,2023/1/1 9:00,2023/1/1 9:00
3199,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3199.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,11,1182,277,1,2023/1/1 9:00,2023/1/1 9:00
3200,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/3200.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,68,1120,474,1,2023/1/1 9:00,2023/1/1 9:00
3201,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/3201.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",79,2019,84,1,2023/1/1 9:00,2023/1/1 9:00
3202,Cheese Hot Dog,http://127.0.0.1:8080/images/3202.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,25,1163,56,1,2023/1/1 9:00,2023/1/1 9:00
3203,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/3203.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",91,1503,379,1,2023/1/1 9:00,2023/1/1 9:00
3204,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/3204.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,95,2906,94,0,2023/1/1 9:00,2023/1/1 9:00
3205,Cheese Hot Dog,http://127.0.0.1:8080/images/3205.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,53,2610,306,1,2023/1/1 9:00,2023/1/1 9:00
3206,Coffee Frappuccino,http://127.0.0.1:8080/images/3206.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,65,814,222,1,2023/1/1 9:00,2023/1/1 9:00
3207,Expresso,http://127.0.0.1:8080/images/3207.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,75,2627,96,1,2023/1/1 9:00,2023/1/1 9:00
3208,Coffee Frappuccino,http://127.0.0.1:8080/images/3208.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,53,2282,254,1,2023/1/1 9:00,2023/1/1 9:00
3209,Portable External Phone Charger,http://127.0.0.1:8080/images/3209.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,37,429,336,1,2023/1/1 9:00,2023/1/1 9:00
3210,Original Toast,http://127.0.0.1:8080/images/3210.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,79,1689,189,0,2023/1/1 9:00,2023/1/1 9:00
3211,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3211.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,10,494,247,1,2023/1/1 9:00,2023/1/1 9:00
3212,Chocolate Cookies,http://127.0.0.1:8080/images/3212.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,81,2973,71,1,2023/1/1 9:00,2023/1/1 9:00
3213,Classic Hot Dog,http://127.0.0.1:8080/images/3213.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,46,832,483,1,2023/1/1 9:00,2023/1/1 9:00
3214,Basque Cheese Cake,http://127.0.0.1:8080/images/3214.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,84,2598,383,1,2023/1/1 9:00,2023/1/1 9:00
3215,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/3215.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,15,400,118,1,2023/1/1 9:00,2023/1/1 9:00
3216,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3216.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,4,1532,116,0,2023/1/1 9:00,2023/1/1 9:00
3217,Tiramisu cup,http://127.0.0.1:8080/images/3217.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,92,346,389,1,2023/1/1 9:00,2023/1/1 9:00
3218,Cold Teas,http://127.0.0.1:8080/images/3218.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,55,2971,100,1,2023/1/1 9:00,2023/1/1 9:00
3219,Lattes,http://127.0.0.1:8080/images/3219.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,55,377,251,1,2023/1/1 9:00,2023/1/1 9:00
3220,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3220.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,4,2017,70,0,2023/1/1 9:00,2023/1/1 9:00
3221,Expresso,http://127.0.0.1:8080/images/3221.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,8,1789,481,1,2023/1/1 9:00,2023/1/1 9:00
3222,BBQ Pork Skewer,http://127.0.0.1:8080/images/3222.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,99,2487,75,0,2023/1/1 9:00,2023/1/1 9:00
3223,Classic Hot Dog,http://127.0.0.1:8080/images/3223.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,11,2293,484,1,2023/1/1 9:00,2023/1/1 9:00
3224,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3224.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,32,1922,448,1,2023/1/1 9:00,2023/1/1 9:00
3225,Chicken Sandwich,http://127.0.0.1:8080/images/3225.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,66,1756,289,1,2023/1/1 9:00,2023/1/1 9:00
3226,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3226.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,17,715,295,1,2023/1/1 9:00,2023/1/1 9:00
3227,BBQ Pork Skewer,http://127.0.0.1:8080/images/3227.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,96,1503,494,1,2023/1/1 9:00,2023/1/1 9:00
3228,Organic Green Tea,http://127.0.0.1:8080/images/3228.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,60,2505,195,1,2023/1/1 9:00,2023/1/1 9:00
3229,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3229.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,9,548,259,1,2023/1/1 9:00,2023/1/1 9:00
3230,Original Toast,http://127.0.0.1:8080/images/3230.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,38,2259,413,0,2023/1/1 9:00,2023/1/1 9:00
3231,Chocolate Cookies,http://127.0.0.1:8080/images/3231.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,39,1723,349,1,2023/1/1 9:00,2023/1/1 9:00
3232,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/3232.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,99,2233,127,1,2023/1/1 9:00,2023/1/1 9:00
3233,Americanos,http://127.0.0.1:8080/images/3233.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,84,1972,431,0,2023/1/1 9:00,2023/1/1 9:00
3234,Expresso,http://127.0.0.1:8080/images/3234.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,18,2853,388,1,2023/1/1 9:00,2023/1/1 9:00
3235,Expresso,http://127.0.0.1:8080/images/3235.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,27,2880,367,1,2023/1/1 9:00,2023/1/1 9:00
3236,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3236.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,2,1175,254,1,2023/1/1 9:00,2023/1/1 9:00
3237,Tiramisu cup,http://127.0.0.1:8080/images/3237.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,59,2505,238,0,2023/1/1 9:00,2023/1/1 9:00
3238,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3238.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,78,1541,76,1,2023/1/1 9:00,2023/1/1 9:00
3239,Original Toast,http://127.0.0.1:8080/images/3239.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,98,1253,79,1,2023/1/1 9:00,2023/1/1 9:00
3240,Classic Hot Dog,http://127.0.0.1:8080/images/3240.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,8,1143,494,1,2023/1/1 9:00,2023/1/1 9:00
3241,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/3241.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,5,844,265,1,2023/1/1 9:00,2023/1/1 9:00
3242,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/3242.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,48,1068,301,0,2023/1/1 9:00,2023/1/1 9:00
3243,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3243.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,1,2565,443,1,2023/1/1 9:00,2023/1/1 9:00
3244,Organic Green Tea,http://127.0.0.1:8080/images/3244.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,99,757,498,1,2023/1/1 9:00,2023/1/1 9:00
3245,Donuts,http://127.0.0.1:8080/images/3245.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,97,2019,490,1,2023/1/1 9:00,2023/1/1 9:00
3246,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/3246.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,79,1149,136,1,2023/1/1 9:00,2023/1/1 9:00
3247,Coffee Frappuccino,http://127.0.0.1:8080/images/3247.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,48,338,339,1,2023/1/1 9:00,2023/1/1 9:00
3248,Basque Cheese Cake,http://127.0.0.1:8080/images/3248.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,41,835,138,0,2023/1/1 9:00,2023/1/1 9:00
3249,Hot Teas,http://127.0.0.1:8080/images/3249.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,52,1186,485,1,2023/1/1 9:00,2023/1/1 9:00
3250,Cheese Hot Dog,http://127.0.0.1:8080/images/3250.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,46,1351,150,1,2023/1/1 9:00,2023/1/1 9:00
3251,Chocolate Cookies,http://127.0.0.1:8080/images/3251.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,7,416,62,0,2023/1/1 9:00,2023/1/1 9:00
3252,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/3252.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,80,919,150,1,2023/1/1 9:00,2023/1/1 9:00
3253,Classic Hot Dog,http://127.0.0.1:8080/images/3253.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,60,2491,346,1,2023/1/1 9:00,2023/1/1 9:00
3254,Chicken Sandwich,http://127.0.0.1:8080/images/3254.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,85,2783,132,1,2023/1/1 9:00,2023/1/1 9:00
3255,BBQ Pork Skewer,http://127.0.0.1:8080/images/3255.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,54,581,379,1,2023/1/1 9:00,2023/1/1 9:00
3256,Cold Teas,http://127.0.0.1:8080/images/3256.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,100,1590,112,1,2023/1/1 9:00,2023/1/1 9:00
3257,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/3257.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,2,859,82,1,2023/1/1 9:00,2023/1/1 9:00
3258,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/3258.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,56,620,402,1,2023/1/1 9:00,2023/1/1 9:00
3259,Expresso,http://127.0.0.1:8080/images/3259.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,4,474,216,1,2023/1/1 9:00,2023/1/1 9:00
3260,Basque Cheese Cake,http://127.0.0.1:8080/images/3260.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,35,2578,143,1,2023/1/1 9:00,2023/1/1 9:00
3261,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3261.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,61,376,151,1,2023/1/1 9:00,2023/1/1 9:00
3262,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/3262.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,82,1370,67,0,2023/1/1 9:00,2023/1/1 9:00
3263,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/3263.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,31,2544,217,1,2023/1/1 9:00,2023/1/1 9:00
3264,Cheese Hot Dog,http://127.0.0.1:8080/images/3264.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,86,1075,187,0,2023/1/1 9:00,2023/1/1 9:00
3265,Americanos,http://127.0.0.1:8080/images/3265.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,45,960,206,1,2023/1/1 9:00,2023/1/1 9:00
3266,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/3266.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,87,1694,401,1,2023/1/1 9:00,2023/1/1 9:00
3267,Organic Green Tea,http://127.0.0.1:8080/images/3267.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,83,413,133,1,2023/1/1 9:00,2023/1/1 9:00
3268,Classic Hot Dog,http://127.0.0.1:8080/images/3268.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,27,823,374,1,2023/1/1 9:00,2023/1/1 9:00
3269,Classic Hot Dog,http://127.0.0.1:8080/images/3269.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,39,1091,117,1,2023/1/1 9:00,2023/1/1 9:00
